mode,code,basis,rounds,shots,relay_solutions,gamma_mode,beta_int_low,beta_int_high,memory_strength_scale,alpha_mode,alpha_value,i64_data_scale_value,i64_max_data_value,success_rate,raw_avg_iterations,raw_median_iterations,raw_p90_iterations,raw_p99_iterations,raw_max_iterations,raw_cpu_window_latency_ns,raw_cpu_latency_ns_per_round,paper_calibrated_avg_iterations,paper_calibrated_window_latency_ns,paper_calibrated_latency_ns_per_round,gross_iteration_scale,detectors,error_variables,edges,max_check_degree,max_variable_degree,cpu_decode_seconds
i64_scale8_wide_proxy,90_8_10,X,10,5000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,15.4948,10.0,28.0,61.0,4918,371.8752,37.18752,,,,,495,4590,16020,35,6,6.982317000045441
i64_scale8_wide_proxy,90_8_10,Z,10,5000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,14.9772,10.0,30.0,65.01000000000022,1013,359.4528,35.945280000000004,,,,,495,4590,16020,35,6,6.703344542067498
