mode,code,basis,rounds,shots,success_rate,raw_avg_iterations,raw_median_iterations,raw_p90_iterations,raw_p99_iterations,raw_max_iterations,raw_cpu_window_latency_ns,raw_cpu_latency_ns_per_round,paper_calibrated_avg_iterations,paper_calibrated_window_latency_ns,paper_calibrated_latency_ns_per_round,gross_iteration_scale,detectors,error_variables,edges,max_check_degree,max_variable_degree,cpu_decode_seconds
i64_scale8_wide_proxy,144_12_12,X,12,5000,1.0,21.1066,16.0,40.0,80.0,214,506.5584,42.2132,19.9690623625191,479.25749670045843,39.9381247250382,0.9461051217400765,936,8784,30672,35,6,18.36157266597729
i64_scale8_wide_proxy,144_12_12,Z,12,5000,1.0,21.172,16.0,40.0,89.0,212,508.12800000000004,42.344,20.0309376374809,480.74250329954157,40.0618752749618,0.9461051217400765,936,8784,30672,35,6,21.4601420420222
