mode,code,basis,rounds,shots,relay_solutions,gamma_mode,beta_int_low,beta_int_high,memory_strength_scale,alpha_mode,alpha_value,i64_data_scale_value,i64_max_data_value,success_rate,raw_avg_iterations,raw_median_iterations,raw_p90_iterations,raw_p99_iterations,raw_max_iterations,raw_cpu_window_latency_ns,raw_cpu_latency_ns_per_round,paper_calibrated_avg_iterations,paper_calibrated_window_latency_ns,paper_calibrated_latency_ns_per_round,gross_iteration_scale,detectors,error_variables,edges,max_check_degree,max_variable_degree,cpu_decode_seconds
i64_scale8_wide_proxy,72_12_6,X,6,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,9.403,6.0,18.0,40.0,147,225.67200000000003,37.612,9.776714928127682,234.64115827506436,39.106859712510726,1.0397442229211615,252,2232,7776,35,6,0.5132902920013294
i64_scale8_wide_proxy,72_12_6,Z,6,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,9.527,6.0,19.0,47.00999999999999,91,228.64799999999997,38.108,9.905643211769904,237.7354370824777,39.62257284707962,1.0397442229211615,252,2232,7776,35,6,0.5146691660629585
i64_scale8_wide_proxy,90_8_10,X,10,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,13.815,10.0,28.0,55.0,108,331.56,33.156,14.364066439655845,344.7375945517403,34.47375945517403,1.0397442229211615,495,4590,16020,35,6,1.3889463340165094
i64_scale8_wide_proxy,90_8_10,Z,10,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,14.445,10.0,30.0,61.02999999999997,237,346.68,34.668,15.019105300096179,360.4585272023083,36.045852720230826,1.0397442229211615,495,4590,16020,35,6,1.4848830420523882
i64_scale8_wide_proxy,108_8_10,X,10,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,16.85,12.0,31.0,94.00999999999999,412,404.40000000000003,40.440000000000005,17.519690156221575,420.4725637493178,42.047256374931784,1.0397442229211615,594,5508,19224,35,6,1.9010845840675756
i64_scale8_wide_proxy,108_8_10,Z,10,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,17.221,12.0,37.0,82.0,136,413.304,41.3304,17.905435262925323,429.73044631020775,42.97304463102078,1.0397442229211615,594,5508,19224,35,6,2.0639552499633282
i64_scale8_wide_proxy,144_12_12,X,12,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,19.605,15.0,39.0,70.02999999999997,169,470.52,39.21,20.384185490369372,489.2204517688649,40.768370980738744,1.0397442229211615,936,8784,30672,35,6,3.44371866597794
i64_scale8_wide_proxy,144_12_12,Z,12,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,18.866,15.0,36.0,69.01999999999998,115,452.784,37.732,19.61581450963063,470.77954823113515,39.23162901926126,1.0397442229211615,936,8784,30672,35,6,3.279299749992788
i64_scale8_wide_proxy,288_12_18,X,18,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,36.822,32.0,60.0,122.07999999999993,306,883.7280000000001,49.096000000000004,38.28546177640301,918.8510826336723,51.047282368537346,1.0397442229211615,2736,26208,91584,35,6,17.59014404192567
i64_scale8_wide_proxy,288_12_18,Z,18,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,36.114,32.0,60.0,122.0,196,866.7359999999999,48.151999999999994,37.549322866574826,901.1837487977958,50.06576382209977,1.0397442229211615,2736,26208,91584,35,6,17.50740841589868
i64_scale8_wide_proxy,360_12_24,X,24,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,46.498,42.0,71.0,134.06999999999994,826,1115.952,46.498,48.34602687738817,1160.304645057316,48.34602687738817,1.0397442229211615,4500,43560,152280,35,6,38.79317420895677
i64_scale8_wide_proxy,360_12_24,Z,24,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,46.831,44.0,72.0,127.02999999999997,367,1123.944,46.830999999999996,48.69226170362092,1168.6142808869022,48.69226170362092,1.0397442229211615,4500,43560,152280,35,6,38.67551349999849
i64_scale8_wide_proxy,648_12_30,X,30,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,69.41,61.0,103.10000000000002,189.07999999999993,1657,1665.84,55.528,72.16864651295782,1732.0475163109877,57.734917210366255,1.0397442229211615,10044,97848,342144,35,6,132.63911620806903
i64_scale8_wide_proxy,648_12_30,Z,30,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,71.021,64.0,104.0,204.05999999999995,657,1704.504,56.81679999999999,73.84367445608382,1772.2481869460116,59.07493956486705,1.0397442229211615,10044,97848,342144,35,6,160.43803054199088
i64_scale8_wide_proxy,756_16_34,X,34,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,76.026,69.5,111.10000000000002,184.08999999999992,338,1824.6239999999998,53.66541176470588,79.04759429180422,1897.1422630033012,55.79830185303827,1.0397442229211615,13230,129276,452088,35,6,227.12406641698908
i64_scale8_wide_proxy,756_16_34,Z,34,1000,5,continuous,,,,paper_ramp,,8.0,127.0,1.0,79.115,71.0,120.0,177.0,269,1898.7599999999998,55.84588235294117,82.25936419640769,1974.2247407137845,58.06543355040543,1.0397442229211615,13230,129276,452088,35,6,244.7399265000131
